query_id,READWARE,INQ601,Sab8A1,mds08a3,isa50t,ok8alx,att99ate,acsys8aln2,disco1,apl8c621,Flab8atd2,pir9Atd0,GE8ATD3,MITSLStd,ibms99a,Overall (Topic)
401,0.886493793299371,0.0891140353840898,0.1331867499473417,0.10980824566548382,0.02246579814982961,0.08876169293106141,0.27648456196431437,0.3706601313931068,0.0037489070010661945,0.4832929358042994,0.04680633559778131,0.049213790156103,0.14001128430395607,0.15323973123081003,0.043415961541662204,0.19311359695801847
402,0.7574741740941207,0.17397204481538323,0.24024726165341648,0.4398436421580201,0.05210818569541043,0.46796355278124474,0.28620697370946785,0.42947008559463534,0.0,0.4126707922917442,0.2637248873179748,0.12508559370447936,0.2660369737196309,0.2935885977117947,0.2466170087863621,0.29700065160224565
403,0.8505900052328624,0.7414827515224844,0.7379604520127881,0.7519571030065294,0.3876090077138146,0.8720687322106319,0.8193715416072779,0.8957455070027072,0.3520712314208596,0.8277095756050444,0.9044918849066315,0.8028125646001825,0.8626418379110505,0.8332501959602799,0.8825522144341607,0.7681543070098203
404,0.8433992594706881,0.18148105436291334,0.20694835931720384,0.22873758673957972,0.0,0.29355488441475497,0.21767966636886954,0.2544071473906341,0.07955899437297698,0.25448512255648065,0.236267489473833,0.24784304619749095,0.21939954118867264,0.27502534203297624,0.24571568865469712,0.25230021216945137
405,0.7775674630114457,0.167936126707327,0.1640845506857868,0.20020640988443522,0.0010905125408942203,0.14824453951116523,0.20977972233928735,0.1859624807743141,0.0,0.33991094381293224,0.33134431976387685,0.25004540484360516,0.3537017158054948,0.2030670343298413,0.3058734237561561,0.24258764318443746
406,0.6562572926807376,0.38749960404807327,0.43876771165100686,0.23193137583135404,0.0,0.4089550429047089,0.49837971769237954,0.3402037012582879,0.0964961615911954,0.44852395595400424,0.45187884841300296,0.4422754830957136,0.37792173108785176,0.4849980420928541,0.47723347708646624,0.382754809692509
407,0.8309612055970086,0.4217618316080955,0.5028764775350408,0.30591543908728686,0.567553083445632,0.4528510999276121,0.5888176204130047,0.3573519791432037,0.2914469319069853,0.5362459682265008,0.4995797889483346,0.4552720404867513,0.44190314864723806,0.39358938657093684,0.3787167340100304,0.4683228490369108
408,0.9328914167291747,0.28903521405161725,0.2420852177674107,0.3543069306889298,0.32778004574322894,0.34942919870443906,0.27955496926766304,0.39359170432016105,0.06190531081508304,0.36058482358258115,0.4055118004759918,0.3082345827736707,0.24961869770280476,0.4149161834697994,0.3650450774142489,0.35563274490045355
409,0.7925719311744156,0.2627958688686994,0.05019790558625226,0.2235635976942371,0.004048582995951417,0.1982467087339616,0.1715345687296252,0.22768092217081032,0.09183063219460277,0.2313114839774604,0.17555235487873244,0.11283036418667763,0.23829972948193265,0.2108405731733656,0.15391553097410882,0.20968138365472225
410,0.623125176715428,0.9101386665005159,0.8740880609293027,0.7498768698671692,0.0,0.7835609526448476,0.8837494791078749,0.8593882804767903,0.4411897757732797,0.8025680468818067,0.9087165245423497,0.8678898712190835,0.8246223209505976,0.8801102221457868,0.9075411944709044,0.7544376961483825
411,0.919772126022126,0.2950426560312978,0.2905859143887979,0.41740350172273377,0.0,0.5627465155963488,0.3356034656803661,0.4544820273991042,0.0,0.547350900826963,0.21421039164995123,0.40409331671243076,0.3135225266496554,0.44744625620203665,0.3117582160413448,0.3676011876615438
412,0.7483861692911741,0.39107805310956634,0.577200097746152,0.0704994806955169,0.020216268325512026,0.5851587101406899,0.534737447191805,0.26757928607153764,0.02780368291327129,0.07427380638219254,0.05266756601244833,0.504088505330319,0.4468378061418785,0.35793917174704,0.3867879396999774,0.336350266053272
413,0.6686168658367135,0.05434832048485331,0.058480899823840735,0.29679455695440166,0.008991652913513079,0.5073678224693356,0.06790685116267106,0.39871740070809863,0.05464959079708678,0.3996939076479716,0.5100718419703336,0.23266012348932402,0.38075154592055416,0.13044702654727902,0.25384224308840053,0.26822270998762515
