query_id,READWARE,INQ601,Sab8A1,mds08a3,isa50t,ok8alx,att99ate,acsys8aln2,disco1,apl8c621,Flab8atd2,pir9Atd0,GE8ATD3,MITSLStd,ibms99a,Overall (Topic)
414,0.5153190909190225,0.29332469617598217,0.22191910643467272,0.18664410198087844,0.008597883597883597,0.21902386190728185,0.2595748758868995,0.29336791560354863,0.052938652938652936,0.21214840492178966,0.2998740093339599,0.23654970910260992,0.29622993620099525,0.24377331702245364,0.2738745502510273,0.24087734081851053
415,0.700052682354927,0.5310095506380808,0.5423348093992928,0.5036872769167118,0.0996520467761769,0.6004229858228746,0.6944583211920857,0.6072093326382924,0.06608929444386706,0.6247471318639903,0.5892767380895613,0.6191388232635656,0.6267217789994066,0.5572929928080489,0.7033318298107419,0.5376950396678416
416,0.9381587565362476,0.3326232463173655,0.33448931628204615,0.22180137848030346,0.0,0.3847332666228949,0.30768396396886805,0.3776655772102478,0.2361111111111111,0.3236220060910179,0.3112463442411916,0.33848758207527013,0.41957190567822095,0.306870711024789,0.3688314475140662,0.346793107543576
417,0.9481793737308444,0.12211984972438986,0.1986262513220385,0.07587005475371192,0.022755251201557032,0.4148016863191589,0.015761455919563322,0.35795237922905215,0.08245923451125325,0.17265626075771082,0.003112869500495305,0.1726426881624344,0.008491303797923351,0.27164108212626437,0.42044968352603324,0.2191679616388287
418,0.8876190530981606,0.3788911340872663,0.4189996607048917,0.43072872925953043,0.0,0.4515428413636929,0.5019298799293875,0.40313801300244245,0.43884510869810783,0.4347511146563282,0.43039880158891847,0.4554659818017688,0.45946365870401246,0.4754788533988757,0.3470119451640366,0.434284318363828
419,0.7163823213823214,0.07955648496919177,0.03824994294310874,0.2832330363809912,0.012008281573498966,0.22266022226460694,0.08760267294525668,0.1939476226848159,0.06331758045171045,0.32408182482761566,0.15999807297162993,0.1211119188281018,0.22494359789109156,0.27107255667038277,0.29329347601198485,0.20609730751975391
420,0.7799221549326383,0.45267839414405275,0.48869526973246846,0.153927074097352,0.18432507580797183,0.5173696087161981,0.47587914729244835,0.20823480498629757,0.03717496381657986,0.4610253736081811,0.5008614855275433,0.5684004455997264,0.46098977213602776,0.48143279938687467,0.4849286867492567,0.4170563371022411
421,0.5621050328571298,0.056057193451090406,0.1377749734917055,0.029072312762063453,0.03702617897993409,0.06877214280083309,0.0979730907829196,0.027327902921241484,0.0782870124132418,0.04260521680097643,0.08237686643290794,0.1495639697768609,0.08346886253956232,0.07398524819280713,0.08305384017714551,0.10729665629202796
422,0.9410381199853374,0.6272670170762684,0.36489535191163763,0.156274930672303,0.0,0.674474069996931,0.2669494615447799,0.4197168559041459,0.019311987362977675,0.36093034492603226,0.6501010502393779,0.4396297094056606,0.541070653844871,0.4482053237024527,0.5528198476718161,0.4308456482829728
423,0.8919884524462626,0.553222484805931,0.46573378171848134,0.771064922239321,0.14055730258560448,0.6397898021232172,0.5364451124233828,0.5625054995176166,0.004578112984278478,0.6753310100686468,0.5884900271253994,0.5437584159123873,0.45006379683153336,0.7062400812204148,0.6334047439258688,0.5442115697285563
424,0.8928230949400368,0.16836439641948456,0.20078743339268285,0.09840796235176591,0.06614723704082523,0.350688469180717,0.1680472103502512,0.3734614236920535,0.009371718283057245,0.36198646233082804,0.40555351880192264,0.2211991099836499,0.3858644407525089,0.37294797806981606,0.3025687260419379,0.29188127877543585
425,1.0,0.5195856619686257,0.5342004309396975,0.4266055085203031,0.2560748296213678,0.6536878858906374,0.591537224852088,0.4666932585758791,0.13330996077474952,0.4505258067366966,0.6343855436034018,0.42064765525145476,0.5182092221196212,0.6231314511374393,0.6129249830470468,0.5227679615359339
426,0.9479584032698761,0.13272310868716236,0.14763099101538832,0.184883503079067,0.09098243206311261,0.2562666552513967,0.0880794041273582,0.2260306856835739,0.028200937124271592,0.23895236303884632,0.2760597005592608,0.4074728273911288,0.1291752219807086,0.20547997445634356,0.20238497697804378,0.2374854123137026
427,0.9177021818862899,0.24931244602545166,0.2653513209098167,0.23062105431938185,0.0,0.36852483349014264,0.26295797595334375,0.25601930341826235,0.03841111090478765,0.32598456316710744,0.33570313555986875,0.3089299095905066,0.30155729337300896,0.4172370179240252,0.29454826298631054,0.30485736063388696
428,0.8676628270449783,0.33166268869848375,0.35250174265653855,0.2851861503673869,0.10553642754105982,0.3816087993937859,0.3192101238226428,0.2003095830656306,0.228063061473835,0.31118699336002065,0.3464791745751971,0.15698428196189343,0.18633164340309516,0.3565524097973648,0.35231793022497704,0.3187729224924593
429,1.0,0.3439812730065557,0.4635124162860295,0.33900352228525604,0.022976190476190476,0.35357671844595145,0.30183034089980915,0.3842140661149198,0.30273387611749686,0.2004090436335167,0.2771150927596484,0.17468424119622517,0.5165570189104222,0.29089584570867993,0.17102326226005335,0.34283419387338365
430,1.0,0.5161616161616162,0.45902777777777776,0.44248371206102016,0.07692307692307693,0.599795751633987,0.3103174603174603,0.5527417027417026,0.39761904761904765,0.5891025641025641,0.6039682539682539,0.5678571428571428,0.6713675213675213,0.7418803418803419,0.6872086247086248,0.5477636396080092
431,0.7158827719949489,0.3897055177158213,0.5477723092155672,0.40502888648770824,0.1736111111111111,0.4878256214920009,0.5290113434040001,0.555045713466648,0.0896267326701402,0.4766299969249318,0.5531711594612326,0.4055669030090196,0.24726237672951631,0.45739748343296244,0.42535636951278644,0.43059295310855966
432,0.2,0.026233318338581498,0.003334005850902855,0.0014705882352941176,0.0013386880856760374,0.034664392536738094,0.0,0.011411560196880128,0.0,0.03343924445978345,0.008303976965819795,0.01812744726475773,0.013562907515381892,0.01393281964139224,0.0313229119927578,0.026476124072264375
433,0.9761904761904763,0.125,0.07102873470277943,0.1385574826702879,0.0016181229773462784,0.13748137732631902,0.11909339237725951,0.0362915776968119,0.0,0.06786518324294584,0.10024394205314,0.0017482517482517483,0.001937984496124031,0.31614465143876913,0.3666666666666667,0.1639911895724785
434,0.9665142626564098,0.4355501180812853,0.5052889432370365,0.4267087549506151,0.5,0.6063864814387488,0.4728988496007973,0.5151647206509794,0.27236903392691786,0.3421842639101185,0.4005421324522429,0.5127548117736054,0.5580589037487725,0.564062535922796,0.4924582052195756,0.5047294678379933
435,0.7598006558605684,0.26462061366451484,0.3278842340493693,0.05206930495285674,0.04174747493599748,0.23388897624167096,0.30175353021451984,0.1255809484520475,0.04394842347847868,0.26731412875669097,0.24478337533690672,0.2712001346369907,0.29125452353999176,0.14676349581757495,0.24511358023130098,0.24118156001129867
436,0.9376476420585157,0.27181252016375007,0.2084977541119257,0.12016240004656305,0.1738076696245757,0.2150064352430627,0.4259715406845765,0.1318132988460233,0.019471697896786648,0.17295076223640093,0.3475279447917581,0.5361042083874527,0.24446293187308754,0.33383598664078507,0.24297298369246864,0.2921363850865155
437,0.4245164639253145,0.06587094034490523,0.07566365207694652,0.05472838570034666,0.030681684308334446,0.07694850978615819,0.06912309865479661,0.05091503533227796,0.11014930109207834,0.030005227210236938,0.05869602860258645,0.02331776909963735,0.04249400065191535,0.0799839447704595,0.05821191456964456,0.08342039707504258
438,0.7709565649662903,0.2775766898485932,0.397942740988259,0.11498423550742118,0.08709351432880844,0.33926388654131573,0.2432884332951241,0.24877159147628877,0.08172648067305212,0.13532657994070707,0.08656722996680831,0.23687817049270604,0.29850085545218297,0.33919862774594517,0.30483602007921234,0.2641941080868477
439,0.6077910054041954,0.12081756517987703,0.08087116507821225,0.08278923037058178,0.021999602939434197,0.0927794904133067,0.07877911526351272,0.22746511788996687,0.03491072917863653,0.046400888535357995,0.07529258149208762,0.08118189332456066,0.33112790506083384,0.06719561541234825,0.1666610156148337,0.14107086141051636
440,0.5400611924527575,0.34106904198142685,0.46762045318449247,0.09311454271566719,0.2,0.3202598874842271,0.4712278523733708,0.22341983325279235,0.04304710602124916,0.22728076321973475,0.37936407538299577,0.32345658805909866,0.29583673267277893,0.17035583950014593,0.3159303347608808,0.29413628287077453
441,1.0,0.642005056059177,0.5756424157911162,0.655771490346278,0.6597539394460216,0.5708201292316533,0.6170180113069013,0.4975348529659212,0.45536357427878343,0.6121283941388431,0.6875553350517771,0.6831548809324081,0.5616341617894413,0.7135437634393605,0.6852921006649829,0.6411478736961777
442,0.8005566032747969,0.03820231527196156,0.04088282570153032,0.0390802245275557,0.0,0.13304164857261855,0.02304672756397243,0.03651321890968398,0.0,0.14813924180968158,0.14290251753371155,0.078213815673644,0.020349848248866778,0.08600696039651975,0.0866357325476706,0.11157144533548093
443,0.20928094755821003,0.23618508196374877,0.23438821396283507,0.11447716091029668,0.0475268579998498,0.18198405628187433,0.1889126858928335,0.09531790565446076,0.020992841547974074,0.11150840637736945,0.15897191723043705,0.11388910986614637,0.18831616710559948,0.3934385200528956,0.24115830514079084,0.16908987850302148
444,1.0,0.6086681695639055,0.6401603800482074,0.7388385321821853,0.0,0.6303342840700188,0.9396746880570409,0.5819437505602888,0.0,0.9042744252873562,0.5889954010615586,0.8299876959469236,0.2397874077929101,0.9399012445887446,0.7259439682974766,0.624567329830441
445,0.9849356922393213,0.33355665020992725,0.31976591869991794,0.1896156308355325,0.09950491719035894,0.16724901894685154,0.4050630078360769,0.129827374082677,0.0,0.3364543011702123,0.3854701248636476,0.3664420151265544,0.4156810409353854,0.3599047895580051,0.33215223425540535,0.3217081810633248
446,0.8515923573210415,0.3703506436437349,0.3689600239071536,0.07854606200297765,0.004424778761061947,0.39256905251481156,0.5470166860350926,0.2884738681078623,0.05147876741567252,0.33310017424535926,0.4507041592003768,0.571610228682594,0.4625361453633815,0.35758684574674876,0.5336171928463075,0.37750446571961177
447,1.0,0.32539583381704806,0.019914317472562507,0.9305104617604618,0.0,0.6955092972580394,0.10448525356665939,0.2061036067854119,0.0,0.7644871980909878,0.32290648287996204,0.9080537123300282,0.043930625980753826,0.24236082836965778,0.23475751259029384,0.38656100872679117
448,1.0,0.026958348521031395,0.021388678349877403,0.10067793702598632,0.010309278350515464,0.1630523575640077,0.016004920436688757,0.12321941116123654,0.0024649274308396205,0.0647208030955388,0.19707422655857,0.0987520307739506,0.1431055819242189,0.06810500800094847,0.0854540763016112,0.14141917236633475
449,0.7220228738732029,0.16563105604989833,0.21021505993562953,0.1751903371138068,0.0071783608831348985,0.22333856068309638,0.16328601857684097,0.21419443224736118,0.07470165512031474,0.21060257412094963,0.15578595145601543,0.14057134529984402,0.16864801922119757,0.11671990838212923,0.20910714628828556,0.1971462199501138
450,0.8988551622198072,0.6044030835124382,0.5162315318037959,0.6300956501166238,0.2468380089135896,0.6188494143067476,0.5451268944750444,0.6206866229812353,0.02408498074140518,0.6731235431440639,0.5841694533683593,0.5384819517239119,0.661195771481777,0.5810721382883176,0.5545517796467992,0.5531843991149277
Overall (System),0.8032324619307039,0.3144768006756708,0.31569787188261467,0.2868551453796414,0.09645718723135722,0.38395803864256756,0.3343365271411652,0.3253094204281994,0.10083720482575523,0.3557320969671824,0.34849705469079545,0.34888724126216614,0.3325006075925193,0.36540173509777363,0.36162383155854494,0.3382535483537771
